-1.13062,52.6293
-1.15442,51.9037
-2.96908,56.4728
-2.7196,52.0549
-3.92046,50.3893
1.33944,51.9653
-2.21041,53.1631
-5.53942,50.1195
-4.65536,55.5491
0.99695,52.1861
-0.521275,50.8149
-2.23072,53.8147
-2.18265,53.022
-0.0745324,52.3305
-0.81195,51.8148
-0.437964,54.0067
-4.14571,50.5455
1.31363,52.0973
-2.7846,55.4261
-1.52189,53.9953
-0.154753,52.7914
-2.018,53.959
-0.0212549,52.0523
-1.56454,55.1784
-0.625039,51.4791
-2.10082,54.971
-3.00723,53.0394
-2.36024,51.6903
-3.82581,53.3205
-2.2092,51.3181
-2.93554,54.8932
-1.35267,54.8364
-1.46872,52.9124
-1.14604,52.0301
-0.577186,51.244
-5.25908,50.2281
-1.25661,54.563
0.943379,52.6756
-4.21192,51.0233
-4.22285,57.4779
-4.14539,51.6835
-0.481245,52.6546
0.744287,52.4142
-0.905689,51.5344
-0.653652,53.5803
-0.291455,52.1293
-2.98949,51.235
-0.874614,53.7064
-4.70663,55.6522
-0.770427,53.3986
-0.466027,52.1338
-3.57299,51.5061
-0.271972,52.2246
-2.21456,52.1966
-2.37915,53.758
-2.75402,50.732
-2.75528,54.6636
-1.12061,53.3116
-1.93687,52.7574
-5.26996,50.1001
-3.04572,53.201
-2.96207,50.8733
-0.19884,54.0874
-2.74453,51.1245
-1.92976,52.297
0.0971258,50.9762
-3.91792,51.6346
-1.29548,53.2312
-2.17383,53.113
-0.617005,54.4826
-0.642651,52.9123
-1.89904,51.5435
-0.972227,51.1509
-3.69197,51.5272
-4.07483,52.4124
-3.46757,53.3193
-0.760709,52.0366
-2.91069,53.2749
-5.03397,51.7165
-3.07537,55.8809
-4.5711,55.9703
-4.1207,51.2065
-0.886936,52.7646
-1.78395,50.8479
-2.41779,52.5343
-1.48383,52.4464
-1.47485,53.0235
-2.19072,51.2625
-4.78058,55.6421
-1.39424,50.8442
-0.602733,51.6872
1.38618,52.8214
-1.33672,54.7617
-3.60729,55.9755
-0.571001,51.762
-1.16179,50.7249
-0.258136,52.0856
-4.65241,55.616
-0.42596,53.843
-1.99161,51.3527
0.000407167,53.3687
-2.41719,51.5401
-1.98917,52.9858
-2.20175,51.4308
-2.44275,53.1886
-0.976387,50.7889
0.734277,51.3433
-2.37156,53.1425
1.39292,51.2163
-2.75428,51.4284
-3.99407,55.949
-0.206783,50.8291
-1.57455,52.3431
-1.28993,51.677
1.16221,52.0552
0.437488,51.5215
0.540738,50.8605
-1.81996,53.9266
-1.43529,54.3389
-0.00085577,51.2534
-3.20022,51.7786
0.774626,51.4282
-3.96522,55.7329
-2.49647,51.4133
-0.311144,52.6775
-3.23708,50.6893
-4.13553,50.3883
-1.42466,51.5932
-3.2315,50.9784
-1.39381,53.924
0.0854979,52.5517
-4.18099,55.764
-3.31096,57.648
-1.69612,53.9056
-2.3915,53.8718
-3.77108,51.7709
0.242699,52.0195
0.274365,51.1997
-2.23182,51.7364
-3.44743,56.4003
-4.14933,55.9355
-4.75066,55.9432
-3.04892,52.8562
-2.23075,51.8562
-2.79742,56.337
-0.982593,51.997
-1.52433,54.1328
-0.249294,52.58
-0.0141561,51.1291
-2.32013,52.1146
-0.12273,52.5571
-3.80522,56.1242
0.613385,51.6447
-4.61834,55.4661
-0.375203,52.768
-1.57515,54.618
-0.944574,53.32
-0.881884,52.2483
-1.55216,54.5306
-3.19374,50.7972
-2.65072,51.2093
-1.1439,51.3529
-4.31001,51.8552
0.307613,51.4849
-3.61418,56.0112
0.638209,51.8026
-1.97908,53.8982
-2.08808,51.9
-2.125,53.3474
-2.75089,51.5898
-3.517,50.391
-1.13973,52.7194
-1.57439,54.7812
-1.71033,52.1939
-3.11803,51.6343
-2.6759,51.6379
0.739512,52.0383
-3.38452,51.534
-2.36865,51.3807
1.57033,52.4535
-3.31069,56.1269
-3.05928,53.2906
-0.245604,51.9652
-4.72106,50.4689
-4.4967,55.6079
-1.09754,51.2647
-0.412077,52.9987
-3.47966,55.9334
1.24941,51.8423
0.413736,52.7555
-3.17474,56.196
0.266039,53.3328
-2.51293,53.2588
-2.52017,51.6094
-1.58802,55.0862
-3.22264,51.5802
-0.14244,50.9243
-3.01956,56.1876
-2.18587,53.9176
-1.60731,54.8755
-1.85034,54.9615
-0.860739,51.1114
-2.13674,51.997
-3.34908,56.1082
-3.65538,51.6134
-0.215976,53.6191
-1.96947,50.6102
-2.8761,53.7824
-3.13662,53.2489
-3.44522,51.712
-1.58697,55.135
-0.076044,53.5585
-1.79307,57.5075
-1.16817,50.644
-1.21997,53.205
1.08376,51.3619
-3.16062,56.1223
-3.31472,52.5134
-3.88587,56.001
-3.68772,55.8653
-1.59153,53.4803
-3.47438,51.4091
-3.21466,51.6673
-4.00167,51.7897
-1.59322,51.7625
-2.50342,51.8223
-0.661936,51.7975
1.11616,52.5723
-0.792767,54.1343
-3.47932,51.6405
-2.46706,56.716
-2.01245,57.6902
-2.52405,53.1921
-2.46757,52.6839
-3.21689,53.2755
-2.46974,51.2884
-2.37719,52.768
-2.7727,51.4826
-1.69573,54.8694
-1.60093,54.6988
-0.923012,52.4762
-2.23464,53.3017
-3.91199,56.0159
-1.23927,51.754
-3.84572,51.7198
-2.48712,52.9044
1.276,52.0627
-3.77401,56.0066
-1.87233,50.8771
-2.7438,52.2272
-0.64125,51.3431
-3.6994,51.4833
0.637529,51.943
-2.77871,53.7199
-2.38021,57.2823
-0.495296,52.0135
-3.03019,51.6685
-1.70799,52.5086
-3.22241,55.8321
-4.45356,55.9008
-4.13475,53.2235
-0.300387,52.0323
-2.72115,56.5012
-3.29947,51.6589
-1.74219,54.8668
-0.644559,50.8336
-0.971466,51.7464
-2.80107,55.6144
-5.09461,56.8236
